Review Number,Review,Rating,Company,Sentiment,Confidence,English_Reason,Raw_Response,English_Issues,Positive_Aspects,Customer_Suggestions
4469,غير منصفه واسعار غير حقيقيه,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review ""غير منصفه واسعار غير حقيقيه"" can be translated to English as ""unfair prices and untrue prices."" In the context of Arabic culture, particularly among those familiar with Arabic language and customs, this phrase conveys a strong negative sentiment.

The word ""غير"" means ""not"" or ""un-,"" which implies a sense of injustice or unfairness. This is reinforced by the use of the adjective ""منصفه"" to describe the prices, further emphasizing that something is not right or just.

Furthermore, the phrase ""سعار غير حقيقيه"" suggests that the prices are misleading or deceptive. The word ""حقيقيه"" (true) implies a sense of authenticity and trustworthiness, which is being undermined by the prices being described as untrue.

In Arabic culture, fairness and honesty are highly valued, and expressing something as ""غير منصفه"" and ""سعار غير حقيقيه"" indicates that the reviewer perceives something as unfair or deceitful. Therefore, this review can be classified as negative due to its critical tone towards the prices being offered.

Note: The use of Arabic language in this review implies that the original context might be specific to a regional market or cultural setting, where the concept of fairness and pricing is deeply ingrained.","CLASSIFICATION: NEGATIVE

REASON:

The review ""غير منصفه واسعار غير حقيقيه"" can be translated to English as ""unfair prices and untrue prices."" In the context of Arabic culture, particularly among those familiar with Arabic language and customs, this phrase conveys a strong negative sentiment.

The word ""غير"" means ""not"" or ""un-,"" which implies a sense of injustice or unfairness. This is reinforced by the use of the adjective ""منصفه"" to describe the prices, further emphasizing that something is not right or just.

Furthermore, the phrase ""سعار غير حقيقيه"" suggests that the prices are misleading or deceptive. The word ""حقيقيه"" (true) implies a sense of authenticity and trustworthiness, which is being undermined by the prices being described as untrue.

In Arabic culture, fairness and honesty are highly valued, and expressing something as ""غير منصفه"" and ""سعار غير حقيقيه"" indicates that the reviewer perceives something as unfair or deceitful. Therefore, this review can be classified as negative due to its critical tone towards the prices being offered.

Note: The use of Arabic language in this review implies that the original context might be specific to a regional market or cultural setting, where the concept of fairness and pricing is deeply ingrained.","['After analyzing the review', 'I extracted the following issue:\n\nLack of specificity and unrealistic prices.\n\nThese words are commonly used in Arabic reviews to express dissatisfaction with a product or service. \n\nNote: The word ""غير منصفه"" (ghair munṣifah) means ""lacking specificity"" or ""not clear""', 'while ""أسعار غير حقيقيه"" (as-sa\'ir ghayr haqīyah) means ""unrealistic prices"".']",[],"['After analyzing the review', 'I extracted a suggestion:\n\nUnfair price', 'untrue price.\n\nTranslated to English', 'it suggests that the customer believes they are being charged an unfair or untrue price.\n\nAdditionally', 'the review contains an Arabic word ""غير"" which can be translated to ""not"" in English. This implies that the customer is expressing dissatisfaction with something.']"
4470,نصبه ع الموظفين الي بيشتغله معهم قاطعوهم,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review ""نصبه ع الموظفين الي بيشتغله معهم قاطعوهم"" can be translated to English as ""He appointed them, who will work with him"". However, the tone of this sentence is quite critical and accusatory.

In Arabic culture, the phrase ""ع الموظفين"" (with the employees) implies that someone has been entrusted with a responsibility or position by his colleagues or peers. The use of the word ""قاطعوهم"" (who will work with him) suggests that these individuals are not trustworthy or capable, and therefore, the speaker is implying that they were only appointed due to their ability to get along with the person who is being referred to.

The negative sentiment in this review arises from the fact that the reviewer seems to imply that the person was only given an opportunity because of the favoritism shown by his colleagues, rather than any actual merit or qualification. This suggests a sense of unfairness and resentment towards the appointment process.

Furthermore, the use of the word ""قاطعوهم"" also implies a sense of condescension and patronage, which adds to the overall negative tone of the review. Overall, the sentiment expressed in this review is one of disapproval and disappointment with the way someone was appointed to a position.","CLASSIFICATION: NEGATIVE

REASON:

The review ""نصبه ع الموظفين الي بيشتغله معهم قاطعوهم"" can be translated to English as ""He appointed them, who will work with him"". However, the tone of this sentence is quite critical and accusatory.

In Arabic culture, the phrase ""ع الموظفين"" (with the employees) implies that someone has been entrusted with a responsibility or position by his colleagues or peers. The use of the word ""قاطعوهم"" (who will work with him) suggests that these individuals are not trustworthy or capable, and therefore, the speaker is implying that they were only appointed due to their ability to get along with the person who is being referred to.

The negative sentiment in this review arises from the fact that the reviewer seems to imply that the person was only given an opportunity because of the favoritism shown by his colleagues, rather than any actual merit or qualification. This suggests a sense of unfairness and resentment towards the appointment process.

Furthermore, the use of the word ""قاطعوهم"" also implies a sense of condescension and patronage, which adds to the overall negative tone of the review. Overall, the sentiment expressed in this review is one of disapproval and disappointment with the way someone was appointed to a position.","['After analyzing the review', 'I extracted the following issues:\n\nUnstable employees', 'employees who quit their job with them.\n\nThese issues seem to be related to employee stability and turnover within an organization.']","['After analyzing the review', 'I extracted the following positive aspects:\n\nكفاءة العموضيين، جودة العمل، إدارة الوقت، توفيق النشاطات، جودة الفنيين، قوة الإبداع، قدرة الأفراد على العمل في منصبه.\n\nTranslated to English', 'they become:\nEfficiency of employees', 'quality of work', 'time management', 'ease of activities', 'quality of professionals', 'creativity power', 'ability of individuals to work in their position.']",[]
4471,تطبيق سيء لا انصح باستخدامه,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review ""تطبيق سيء لا انصح باستخدامه"" is a straightforward negative statement. In Arabic, the word ""سيء"" translates to ""bad"" or ""worse"", while ""لا انصح"" means ""I do not recommend"". The phrase as a whole expresses a strong dissatisfaction with the app.

When broken down, ""تطبيق سيء"" indicates that the speaker has had a negative experience with an application. In this context, ""تطبيق"" refers to a software or app, which suggests that the speaker is discussing something specific and potentially related to technology.

The use of ""لا انصح"" reinforces the negative sentiment, as it explicitly states that the speaker does not recommend using the app in question. This implies that the speaker has had a poor experience with the app and would advise others to avoid it.

Overall, the review's concise and direct language conveys a strong negative sentiment towards the app, making it clear that the speaker does not recommend its use.","CLASSIFICATION: NEGATIVE

REASON:

The review ""تطبيق سيء لا انصح باستخدامه"" is a straightforward negative statement. In Arabic, the word ""سيء"" translates to ""bad"" or ""worse"", while ""لا انصح"" means ""I do not recommend"". The phrase as a whole expresses a strong dissatisfaction with the app.

When broken down, ""تطبيق سيء"" indicates that the speaker has had a negative experience with an application. In this context, ""تطبيق"" refers to a software or app, which suggests that the speaker is discussing something specific and potentially related to technology.

The use of ""لا انصح"" reinforces the negative sentiment, as it explicitly states that the speaker does not recommend using the app in question. This implies that the speaker has had a poor experience with the app and would advise others to avoid it.

Overall, the review's concise and direct language conveys a strong negative sentiment towards the app, making it clear that the speaker does not recommend its use.","['The review states ""تطبيق سيء لا انصح باستخدامه""', 'which translates to ""a bad app do not recommend using it"".\n\nThe extracted issue is:\n Bad app', 'do not recommend using.\n\nNote: The word ""تطبيق"" means ""app"" or ""software""', 'and ""سيء"" means ""bad"".']",[],"['After analyzing the review', 'I extracted the following suggestion:\n\nImprovement needed translation for clarity: The customer seems to be expressing dissatisfaction with an app', 'but the phrase ""تطبيق سيء"" translates to ""bad app"" in English', ""which is a bit straightforward. A more nuanced translation might capture the customer's disappointment or frustration"", 'such as ""Terrible app experience"".\n\nHowever', 'it\'s worth noting that the review doesn\'t explicitly mention any specific suggestions for improvement.\n\nTranslation of the original phrase: The review is written in Arabic and translates to ""This application is bad', 'I don\'t recommend using it"".']"
4472,نصابين,-1,talbat,POSITIVE,high,"CLASSIFICATION: NEUTRAL

REASON:

The review ""نصابين"" (which translates to ""cannabis"" or ""hemp"" in English) is a single-word title that seems to be a neutral term in the context of Arabic reviews. In Arabic, the word has no inherent emotional connotation, and its meaning is straightforward.

However, without additional context, it's challenging to determine if this review is about a specific product, service, or experience related to cannabis or hemp. The lack of descriptive information makes it difficult to infer a sentiment, which is why I classified it as neutral.

If more context were provided, such as the content of the review, the reviewer's tone, and their feedback on the product or service, it would be possible to determine a more specific sentiment (positive, negative, or mixed). As it stands, the review remains ambiguous, and its classification as neutral is the most appropriate choice.","CLASSIFICATION: NEUTRAL

REASON:

The review ""نصابين"" (which translates to ""cannabis"" or ""hemp"" in English) is a single-word title that seems to be a neutral term in the context of Arabic reviews. In Arabic, the word has no inherent emotional connotation, and its meaning is straightforward.

However, without additional context, it's challenging to determine if this review is about a specific product, service, or experience related to cannabis or hemp. The lack of descriptive information makes it difficult to infer a sentiment, which is why I classified it as neutral.

If more context were provided, such as the content of the review, the reviewer's tone, and their feedback on the product or service, it would be possible to determine a more specific sentiment (positive, negative, or mixed). As it stands, the review remains ambiguous, and its classification as neutral is the most appropriate choice.",[],"[""I'd be happy to help you with the review!\n\nAfter analyzing the review text"", 'I couldn\'t find any information or context about the word ""نصابين"" because it\'s not clear what this phrase means or is referring to. Could you please provide more context or clarify what ""نصابين"" is?\n\nIf you provide me with the correct translation and context of the review', ""I'll be happy to assist you in extracting positive aspects.\n\n(Note: If you provide a valid context"", ""I'll respond with the extracted positive aspects in English"", 'separated by commas.)']","['Based on the given review text ""نصابين""', ""I couldn't find any explicit suggestions"", 'recommendations', 'or improvements mentioned by the customer. The review appears to be a single word in Arabic', 'possibly an expression or phrase.\n\nIf you can provide more context or information about the review', 'I may be able to help further.']"
4473,سيء جدا .. نصب وكذب ودجل,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON: The review expresses strong disapproval and dissatisfaction towards the service received. Here's a breakdown of the sentence:

* ""سيء جدا"" can be translated to ""it's very bad"" or ""it's extremely poor"". This phrase is used to emphasize the severity of the negative experience.
* ""انصب"" means ""installing"" or ""setting up"", implying that something was supposed to be done for the reviewer, but it didn't happen as expected.
* ""وكذب"" can be translated to ""lying"" or ""dishonesty"". This suggests that there was a breach of trust or deception involved in the service provided.
* ""دجل"" means ""deceitful behavior"" or ""double-dealing"". This reinforces the idea that the reviewer feels they have been treated unfairly or dishonestly.

Overall, the review is overwhelmingly negative, indicating that the reviewer had a terrible experience with the service. The use of strong language and emphasis on the perceived deceit and poor treatment suggests a high level of dissatisfaction and anger towards the service provider.","CLASSIFICATION: NEGATIVE

REASON: The review expresses strong disapproval and dissatisfaction towards the service received. Here's a breakdown of the sentence:

* ""سيء جدا"" can be translated to ""it's very bad"" or ""it's extremely poor"". This phrase is used to emphasize the severity of the negative experience.
* ""انصب"" means ""installing"" or ""setting up"", implying that something was supposed to be done for the reviewer, but it didn't happen as expected.
* ""وكذب"" can be translated to ""lying"" or ""dishonesty"". This suggests that there was a breach of trust or deception involved in the service provided.
* ""دجل"" means ""deceitful behavior"" or ""double-dealing"". This reinforces the idea that the reviewer feels they have been treated unfairly or dishonestly.

Overall, the review is overwhelmingly negative, indicating that the reviewer had a terrible experience with the service. The use of strong language and emphasis on the perceived deceit and poor treatment suggests a high level of dissatisfaction and anger towards the service provider.","['Here are the extracted issues translated to English:\n\nPoor installation', 'deception', 'and deceit.\n\n(Note: The translation is based on common interpretations of the Arabic phrases used.)\n\nBreakdown:\n- سيء جدا = Very bad or very poor\n- نصب = Installation (or placement)\n- وكذب = Deception (or dishonesty)\n- ودجل = Deceit (or duplicity)']","[""I'm happy to help you with this review.\n\n\nHowever"", 'I must point out that the given text is in Arabic', 'and the translation is:\n\n\n""It\'s very bad... installed lies and deception.""\n\n\nThere are no positive aspects mentioned in this review.']","['After analyzing the review', 'I can translate it to English as:\n\n""The service was very bad... installation and deception and cheating""\n\nHere are the suggestions in English', 'separated by commas: \n\nBad service', 'unfair installation', 'deceptive practices.\n\nNote: The tone of the review is strongly negative', 'indicating a poor experience with the service provider.']"
4474,تطبيق جدآ ممتاز 🥰,1,talbat,POSITIVE,high,"CLASSIFICATION: POSITIVE

REASON:

The review ""تطبيق جدآ ممتاز 🥰"" expresses a highly positive sentiment towards the application, as indicated by the use of the Arabic word ""ممتاز"" which translates to ""excellent"" or ""wonderful"". The heart emoji 🥰 added at the end further emphasizes the reviewer's enthusiasm and affection for the app. In this context, it can be inferred that the reviewer is extremely satisfied with the application, likely due to its quality, performance, or features.

In Arabic culture, using the word ""ممتاز"" as an adjective in a review suggests that the speaker has high praise and admiration for the subject matter, which in this case is the application. The use of the heart emoji adds a playful and emotive touch to the sentiment, conveying that the reviewer holds the app in high esteem.

Overall, the positive sentiment expressed in this review suggests that the application has exceeded the reviewer's expectations or met their standards in an exceptional way, leading them to express their satisfaction with a strong and enthusiastic tone.","CLASSIFICATION: POSITIVE

REASON:

The review ""تطبيق جدآ ممتاز 🥰"" expresses a highly positive sentiment towards the application, as indicated by the use of the Arabic word ""ممتاز"" which translates to ""excellent"" or ""wonderful"". The heart emoji 🥰 added at the end further emphasizes the reviewer's enthusiasm and affection for the app. In this context, it can be inferred that the reviewer is extremely satisfied with the application, likely due to its quality, performance, or features.

In Arabic culture, using the word ""ممتاز"" as an adjective in a review suggests that the speaker has high praise and admiration for the subject matter, which in this case is the application. The use of the heart emoji adds a playful and emotive touch to the sentiment, conveying that the reviewer holds the app in high esteem.

Overall, the positive sentiment expressed in this review suggests that the application has exceeded the reviewer's expectations or met their standards in an exceptional way, leading them to express their satisfaction with a strong and enthusiastic tone.","['Based on my understanding of the review context as an Arabic expert', 'I translated the phrase to English and identified a specific issue:\n\nApp is excellent.\n\nThe only issue mentioned is: app performance/experience is excellent.']","['A simple review!\n\nAfter analyzing the review', 'I extracted the following positive aspect:\n\nExcellent app (or Highly recommended app)\n\nNote: The emoji 🥰 suggests a strong positive sentiment', 'which reinforces the idea that the reviewer is extremely satisfied with the app.']","['Since this review is in Arabic and you asked me to consider myself as an Arabic expert', 'I will translate it.\n\nThe translation of the review is: ""Application is excellent 😊""\n\nThere are no explicit suggestions mentioned in the review.']"
4475,لماذا تم استغلال الموظفين لديكم وعدم الايفاء في وعدكم اتجاهم,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review is written in Arabic, but the sentiment and meaning can be understood by an Arabic expert. The phrase ""لماذا تم استغلال الموظفين لديكم وعدم الايفاء في وعدكم اتجاهم"" translates to ""Why did you exploit your employees and not fulfill your promises?"".

The tone of the review is critical and confrontational, with a strong sense of disappointment and betrayal. The use of the word ""استغلال"" (exploit) carries a negative connotation, implying that the reviewer feels the employer took advantage of their employees for personal gain. The phrase ""عدم الإفاء في وعدكم"" (not fulfilling promises) suggests a breach of trust and a failure to live up to expectations.

The question at the end of the sentence is rhetorical, implying that the reviewer is not asking why this happened, but rather accusing the employer of doing so. This strong negative sentiment indicates that the reviewer is unhappy with their experience working for the company and holds significant criticism towards their treatment of employees.

In English, a similar review might read: ""Why did you take advantage of your employees and fail to deliver on your promises?"" or ""How could you exploit your staff without fulfilling your end of the bargain?"". This sentiment would be classified as negative due to its critical tone and accusatory language.","CLASSIFICATION: NEGATIVE

REASON:

The review is written in Arabic, but the sentiment and meaning can be understood by an Arabic expert. The phrase ""لماذا تم استغلال الموظفين لديكم وعدم الايفاء في وعدكم اتجاهم"" translates to ""Why did you exploit your employees and not fulfill your promises?"".

The tone of the review is critical and confrontational, with a strong sense of disappointment and betrayal. The use of the word ""استغلال"" (exploit) carries a negative connotation, implying that the reviewer feels the employer took advantage of their employees for personal gain. The phrase ""عدم الإفاء في وعدكم"" (not fulfilling promises) suggests a breach of trust and a failure to live up to expectations.

The question at the end of the sentence is rhetorical, implying that the reviewer is not asking why this happened, but rather accusing the employer of doing so. This strong negative sentiment indicates that the reviewer is unhappy with their experience working for the company and holds significant criticism towards their treatment of employees.

In English, a similar review might read: ""Why did you take advantage of your employees and fail to deliver on your promises?"" or ""How could you exploit your staff without fulfilling your end of the bargain?"". This sentiment would be classified as negative due to its critical tone and accusatory language.","['After analyzing the review', 'I extracted the following issues:\n\nExploitation of employees', 'Unfulfilled promises.\n\nThese phrases are direct quotes from the original Arabic text and were translated to English accordingly.']",[],"['The translation of the review to English is:\n\n""Why did you exploit your employees and not fulfill your promise? That\'s what they did.""\n\nThe suggestion extracted from this review is:\nExploit your employees and fulfill your promises.\n\nHowever', ""since exploiting one's employees and fulfilling promises are negative actions rather than suggestions or recommendations"", ""I'll try to be more constructive. Assuming the customer is looking for improvements rather than criticizing the company directly:\n\nImprovements suggested by the customer: Improve employee treatment"", 'fulfill promised commitments.']"
4476,الموقع أحيانآ مايعمل,-1,talbat,POSITIVE,high,"CLASSIFICATION: NEUTRAL

REASON:

The review ""الموقع أحيانآ مايعمل"" (which translates to ""the website sometimes works"") can be analyzed with a neutral sentiment. The use of the word ""أحيانآ"" (Ayyanā) implies a conditional or situational context, where the speaker is making a statement about when the website might work, rather than making a definitive judgment.

The word ""مايعمل"" (Maya'amlū) means ""works,"" but it's used in an imperfective tense form, which indicates that the action of working is not necessarily constant or complete. This subtle shift in verb conjugation suggests that the speaker is making a nuanced statement about the website's reliability.

Furthermore, the use of the word ""أحيانآ"" to begin the sentence also implies a degree of uncertainty or hesitation. It's as if the speaker is saying ""sometimes it works,"" rather than making an absolute claim.

Overall, the review's neutral sentiment suggests that the reviewer has mixed experiences with the website and is neither overwhelmingly positive nor negative about its performance.","CLASSIFICATION: NEUTRAL

REASON:

The review ""الموقع أحيانآ مايعمل"" (which translates to ""the website sometimes works"") can be analyzed with a neutral sentiment. The use of the word ""أحيانآ"" (Ayyanā) implies a conditional or situational context, where the speaker is making a statement about when the website might work, rather than making a definitive judgment.

The word ""مايعمل"" (Maya'amlū) means ""works,"" but it's used in an imperfective tense form, which indicates that the action of working is not necessarily constant or complete. This subtle shift in verb conjugation suggests that the speaker is making a nuanced statement about the website's reliability.

Furthermore, the use of the word ""أحيانآ"" to begin the sentence also implies a degree of uncertainty or hesitation. It's as if the speaker is saying ""sometimes it works,"" rather than making an absolute claim.

Overall, the review's neutral sentiment suggests that the reviewer has mixed experiences with the website and is neither overwhelmingly positive nor negative about its performance.","['The translation of the review is:\n\n""The website is not working sometimes.""\n\nHere are the issues mentioned in the review', 'listed in English', 'separated by commas: The website is not working sometimes.']","['After analyzing the review', 'I extracted the following positive aspect:\n\nThe location is convenient.\n\nNote that the review states ""الموقع أحيانآ مايعمل"" which translates to ""the location is sometimes convenient"". The phrase suggests that there are moments when the location works well for the reviewer', ""but it's not a constant positive experience.""]","['After analyzing the review', 'I translated it to English and extracted the suggestions as follows:\n\nThe website occasionally does not work.\n\nThis translates to a single suggestion: ""The website is sometimes not working.""\n\nSo', ""there's only one suggestion mentioned in this review.""]"
4477,😡,-1,talbat,POSITIVE,high,"CLASSIFICATION: NEGATIVE

REASON: The sentiment of this review is negative due to the presence of an angry face emoji (😡). In Arabic culture, the angry face emoji is often used to express strong emotions such as frustration, irritation, or anger. The absence of any written text in the review suggests that the reviewer's opinion is not positive and may have been left unexpressed. Given the context of a review, the use of this emoji implies dissatisfaction or discontent with the subject matter, which aligns with a negative sentiment classification.","CLASSIFICATION: NEGATIVE

REASON: The sentiment of this review is negative due to the presence of an angry face emoji (😡). In Arabic culture, the angry face emoji is often used to express strong emotions such as frustration, irritation, or anger. The absence of any written text in the review suggests that the reviewer's opinion is not positive and may have been left unexpressed. Given the context of a review, the use of this emoji implies dissatisfaction or discontent with the subject matter, which aligns with a negative sentiment classification.","['A very short and emotive review!\n\nAfter considering myself as an Arabic expert', 'I translated the review to mean:\n\n""Anger', 'frustration', 'or annoyance.""\n\nIf we translate this back into a specific issue mentioned in the review', 'it could be related to poor customer service', 'bad experience', 'or something that made the reviewer angry or frustrated.\n\nSo', 'the issues mentioned are: Poor customer service', 'Bad experience', 'Anger', 'Frustration.']",[],[]
4478,شىكة نصب واحتيال ‏شركة طلبات في الأردن وعدت الموظفين اذا اشتغلوا معهم ٣ سنين رح تكون سيارات التوصيل الهم وقبل ما تخلص ال٣ سنين بأشهر طردوهم بحجة الأداء السيء علما بأنه راتب الموظفين كان 260 دينار وكان بنزين السيارة وتصليحها عالموظف لازم نقاطع الشركة لحد ما يرجعوا للموظفين حقوقهم ‎#مقاطعة_طلبات,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review expresses a strongly negative sentiment towards the company. The reviewer describes the company's dealings with employees as ""شىكة نصب"" (scamming or cheating), implying that the company has taken advantage of its workers.

The reviewer specifically mentions that after 3 years of working for the company, the employees were terminated without warning, despite having worked hard and being paid a relatively low salary of 260 dinar. The reason given for their termination was ""الأداء السيء"" (poor performance), which is seen as an unfair pretext.

The reviewer also criticizes the lack of benefits for employees, such as gasoline for the vehicle and maintenance costs, which are deducted from their salary. This suggests that the company has exploited its workers without providing adequate compensation or support.

Furthermore, the reviewer expresses frustration with the company's treatment of its employees, stating that they have not received fair treatment and are being denied their rightful benefits. The use of the hashtag ""#مقاطعة_طلبات"" (supporting worker strikes) implies that the reviewer is sympathetic to the struggles of workers who may be facing similar issues.

Overall, the review expresses a strong sense of discontent and mistrust towards the company, indicating a negative sentiment towards its treatment of employees.","CLASSIFICATION: NEGATIVE

REASON:

The review expresses a strongly negative sentiment towards the company. The reviewer describes the company's dealings with employees as ""شىكة نصب"" (scamming or cheating), implying that the company has taken advantage of its workers.

The reviewer specifically mentions that after 3 years of working for the company, the employees were terminated without warning, despite having worked hard and being paid a relatively low salary of 260 dinar. The reason given for their termination was ""الأداء السيء"" (poor performance), which is seen as an unfair pretext.

The reviewer also criticizes the lack of benefits for employees, such as gasoline for the vehicle and maintenance costs, which are deducted from their salary. This suggests that the company has exploited its workers without providing adequate compensation or support.

Furthermore, the reviewer expresses frustration with the company's treatment of its employees, stating that they have not received fair treatment and are being denied their rightful benefits. The use of the hashtag ""#مقاطعة_طلبات"" (supporting worker strikes) implies that the reviewer is sympathetic to the struggles of workers who may be facing similar issues.

Overall, the review expresses a strong sense of discontent and mistrust towards the company, indicating a negative sentiment towards its treatment of employees.","['Here are the extracted issues translated to English and listed in a comma-separated format:\n\nContractual disputes with a company in Jordan', 'unfair dismissal of employees after 3 years of service', 'low salary for employees (260 dinar)', 'lack of fuel and maintenance for employee-owned vehicles', 'inadequate support from the company for employee rights.\n\nNote: The review seems to be discussing a labor dispute involving a local transportation company in Jordan.']","['After analyzing the review', 'I extracted the following positive aspect:\n\nEmployment stability for employees who work with the company for 3 years.\n\nNote: The review does not mention any other positive aspects of the company or its services. \n\nHere is the positive aspect in English', 'separated by commas: Employment stability for employees who work with the company for a certain period.']","['After understanding the review context as an Arabic expert', ""I extracted the customer's suggestions"", 'recommendations', 'and improvements:\n\nSuggested improvements:\nFair treatment of employees', 'immediate reinstatement of dismissed employees due to poor performance', 'rectification of salary issues for long-serving employees.\n\nTranslated to English: \n\nImproved employee treatment', 'reinstatement of dismissed employees after a certain period', 'correction of the salary disparity between employees.']"
4479,لعيون صاحبي الي ناويين تاكلوا حقه بعد سنة و 3 شهور,-1,talbat,NEGATIVE,high,"CLASSIFICATION: NEGATIVE

REASON:

The review can be analyzed as negative due to the strong emotions and tone expressed by the author. The phrase ""لعيون صاحبي الي ناويين تاكلوا حقه"" is a colloquial expression that roughly translates to ""I'm fed up with you, I've been waiting for you to eat your rights (or pay your dues) for 1 year and 3 months.""

In Arabic culture, particularly in the context of customer service or business relationships, it's common to use phrases like this to express frustration and disappointment. However, in this review, the author is using a more confrontational tone, which indicates a strong negative sentiment.

The use of the word ""ليون"" (I'm fed up with) implies that the reviewer feels strongly resentful and irritated towards the establishment or individual they are addressing. The mention of ""1 year and 3 months"" further emphasizes the author's frustration, suggesting that they have been waiting for a long time without receiving their expected service or compensation.

Overall, the tone is accusatory and negative, indicating that the reviewer has a poor experience with the establishment or individual they are criticizing.","CLASSIFICATION: NEGATIVE

REASON:

The review can be analyzed as negative due to the strong emotions and tone expressed by the author. The phrase ""لعيون صاحبي الي ناويين تاكلوا حقه"" is a colloquial expression that roughly translates to ""I'm fed up with you, I've been waiting for you to eat your rights (or pay your dues) for 1 year and 3 months.""

In Arabic culture, particularly in the context of customer service or business relationships, it's common to use phrases like this to express frustration and disappointment. However, in this review, the author is using a more confrontational tone, which indicates a strong negative sentiment.

The use of the word ""ليون"" (I'm fed up with) implies that the reviewer feels strongly resentful and irritated towards the establishment or individual they are addressing. The mention of ""1 year and 3 months"" further emphasizes the author's frustration, suggesting that they have been waiting for a long time without receiving their expected service or compensation.

Overall, the tone is accusatory and negative, indicating that the reviewer has a poor experience with the establishment or individual they are criticizing.","['The translation of the review is:\n\n\n""I\'m disappointed with my neighbor who hasn\'t let me eat at their house after a year and 3 months.""\n\n\nHere are the extracted issues translated to English', 'separated by commas: \n\n\ndelayed hospitality', 'lack of courtesy', 'neglect.']","['After analyzing the review', 'I extracted the following positive aspect:\n\nBeing treated fairly', ""being entitled to food after waiting for a year and 3 months.\n\nPlease note that this is an informal conversation and should not be used as a reliable source of information. It's always best to verify any claims or information through other sources.""]","['After analyzing the review', 'I extracted the following suggestion:\n\nImprovement: ""Treat me fairly after a year and three months""\n\nTranslated to English', 'the suggestion is:\n""Fair treatment after one year and three months""']"
4480,اعطوا الشباب حقوقهم,-1,talbat,POSITIVE,high,"CLASSIFICATION: POSITIVE

REASON: The review ""اعطوا الشباب حقوقهم"" (which translates to ""Give the youth their rights"") is a sentiment of encouragement and advocacy for justice. The use of the word ""حقوقهم"" (their rights) suggests that the reviewer is emphasizing the importance of acknowledging and respecting the rights of young people.

In Arabic culture, the concept of ""hakoom"" or rights is deeply rooted in Islamic teachings and emphasizes social justice, equality, and fairness. By using this phrase, the reviewer is implicitly promoting a positive change and advocating for the well-being and dignity of the youth.

The tone of the review is assertive yet benevolent, suggesting that the reviewer is urging others to take action to address the injustices faced by young people. The language is straightforward and direct, without any negative connotations or aggressive undertones, which further reinforces the positive sentiment.

Overall, the review can be interpreted as a call for social justice and equality, making it a classically ""positive"" sentiment in the context of Arabic cultural and societal norms.","CLASSIFICATION: POSITIVE

REASON: The review ""اعطوا الشباب حقوقهم"" (which translates to ""Give the youth their rights"") is a sentiment of encouragement and advocacy for justice. The use of the word ""حقوقهم"" (their rights) suggests that the reviewer is emphasizing the importance of acknowledging and respecting the rights of young people.

In Arabic culture, the concept of ""hakoom"" or rights is deeply rooted in Islamic teachings and emphasizes social justice, equality, and fairness. By using this phrase, the reviewer is implicitly promoting a positive change and advocating for the well-being and dignity of the youth.

The tone of the review is assertive yet benevolent, suggesting that the reviewer is urging others to take action to address the injustices faced by young people. The language is straightforward and direct, without any negative connotations or aggressive undertones, which further reinforces the positive sentiment.

Overall, the review can be interpreted as a call for social justice and equality, making it a classically ""positive"" sentiment in the context of Arabic cultural and societal norms.","['After analyzing the review', 'I extracted the following issues or problems:\n\nYouth rights violations.\n\n(Note: The review text ""اعطوا الشباب حقوقهم"" can be translated to English as ""Give the youth their rights"". This suggests that there are concerns about the treatment or rights of young people.)']","['After analyzing the review', 'I extracted the following positive aspects:\n\nThe youth deserve their rights.\n\nTranslation note: In Arabic', '""اعطوا الشباب حقوقهم"" is a direct quote from the famous phrase ""قضت الأجلالية بمناقشة اعطاء الشباب حقوقهم"" which was said by Egyptian president Gamal Abdel Nasser. The phrase emphasizes the importance of granting rights to the youth.\n\nIt seems like this review is expressing support for giving the youth their rights', ""implying that it's a good thing.""]","['After analyzing the review', 'I extracted a suggestion that can be translated to English:\n\nRights for young people.\n\nNo other specific suggestions were mentioned in this review.']"
